pool	level	zfoil	ndel	rungroup	xscol	yscol	n	qa_low
development	hole	8.0	3	rg06_theta15p195_foilpm8	1	4	11	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	1	5	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	1	6	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	1	7	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	2	4	15	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	2	5	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	2	6	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	2	7	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	3	3	8	True
development	hole	8.0	3	rg06_theta15p195_foilpm8	3	4	20	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	3	5	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	3	6	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	3	7	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	4	3	11	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	4	4	9	True
development	hole	8.0	3	rg06_theta15p195_foilpm8	4	5	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	4	6	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	4	7	25	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	5	3	16	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	5	4	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	5	6	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	5	7	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	6	3	8	True
development	hole	8.0	3	rg06_theta15p195_foilpm8	6	4	12	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	6	5	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	6	6	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	6	7	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	7	4	12	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	7	5	22	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	7	6	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	7	7	24	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	8	5	19	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	8	6	24	False
development	setting	8.0	3	rg07_theta12p495_foilpm8			916	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	0	4	8	True
development	hole	8.0	3	rg07_theta12p495_foilpm8	0	5	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	0	6	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	1	3	10	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	1	4	19	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	1	5	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	1	6	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	1	7	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	2	4	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	2	5	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	2	6	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	2	7	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	3	2	9	True
development	hole	8.0	3	rg07_theta12p495_foilpm8	3	3	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	3	4	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	3	5	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	3	6	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	3	7	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	4	3	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	4	4	13	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	4	5	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	4	6	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	4	7	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	5	3	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	5	4	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	5	6	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	5	7	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	6	3	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	6	4	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	6	5	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	6	6	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	6	7	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	7	3	16	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	7	4	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	7	5	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	7	6	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	7	7	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	8	3	15	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	8	4	24	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	8	5	25	False
development	hole	8.0	3	rg07_theta12p495_foilpm8	8	6	25	False
development	foil_delta	8.0	4				2741	False
development	setting	8.0	4	rg03_theta12p490_foilpm8			1450	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	0	4	24	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	0	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	0	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	1	3	18	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	1	4	29	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	1	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	1	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	1	7	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	2	2	18	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	2	4	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	2	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	2	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	2	7	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	3	2	15	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	3	3	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	3	4	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	3	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	3	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	3	7	39	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	4	2	17	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	4	3	29	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	4	4	23	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	4	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	4	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	4	7	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	5	2	11	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	5	3	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	5	4	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	5	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	5	7	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	6	2	10	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	6	3	25	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	6	4	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	6	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	6	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	6	7	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	7	2	6	True
development	hole	8.0	4	rg03_theta12p490_foilpm8	7	3	31	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	7	4	30	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	7	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	7	6	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	7	7	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	8	4	23	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	8	5	38	False
development	hole	8.0	4	rg03_theta12p490_foilpm8	8	6	38	False
development	setting	8.0	4	rg06_theta15p195_foilpm8			371	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	0	6	13	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	1	5	13	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	1	6	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	1	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	2	4	10	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	2	5	13	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	2	6	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	2	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	3	5	17	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	3	6	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	3	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	4	5	14	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	4	6	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	4	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	5	6	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	5	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	6	5	9	True
development	hole	8.0	4	rg06_theta15p195_foilpm8	6	6	17	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	6	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	7	5	10	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	7	6	16	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	7	7	19	False
development	hole	8.0	4	rg06_theta15p195_foilpm8	8	6	11	False
development	setting	8.0	4	rg07_theta12p495_foilpm8			920	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	0	5	13	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	0	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	1	4	19	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	1	5	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	1	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	1	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	2	4	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	2	5	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	2	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	2	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	3	3	20	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	3	4	26	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	3	5	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	3	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	3	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	4	3	25	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	4	5	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	4	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	4	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	5	3	15	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	5	4	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	5	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	5	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	6	3	11	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	6	4	20	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	6	5	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	6	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	6	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	7	3	10	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	7	4	20	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	7	5	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	7	6	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	7	7	30	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	8	4	8	True
development	hole	8.0	4	rg07_theta12p495_foilpm8	8	5	15	False
development	hole	8.0	4	rg07_theta12p495_foilpm8	8	6	28	False
