pool	level	zfoil	ndel	rungroup	xscol	yscol	n	qa_low	fold0	fold1	fold2
validation	hole	0.0	2	rg01_theta12p490_foil0	5	3	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	5	4	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	5	6	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	5	7	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	6	1	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	6	2	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	6	3	28	False	9	9	10
validation	hole	0.0	2	rg01_theta12p490_foil0	6	4	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	6	5	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	6	6	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	6	7	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	7	2	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	7	3	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	7	4	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	7	5	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	7	6	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	8	2	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	8	3	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	8	4	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	8	5	27	False	9	9	9
validation	hole	0.0	2	rg01_theta12p490_foil0	8	6	27	False	9	9	9
validation	setting	0.0	2	rg02_theta15p195_foil0			1310	False	438	436	436
validation	hole	0.0	2	rg02_theta15p195_foil0	0	2	16	False	6	5	5
validation	hole	0.0	2	rg02_theta15p195_foil0	0	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	0	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	0	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	0	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	1	2	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	1	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	1	4	28	False	9	9	10
validation	hole	0.0	2	rg02_theta15p195_foil0	1	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	1	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	2	2	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	2	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	2	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	2	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	2	7	15	False	5	5	5
validation	hole	0.0	2	rg02_theta15p195_foil0	3	1	11	False	4	3	4
validation	hole	0.0	2	rg02_theta15p195_foil0	3	2	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	3	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	3	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	3	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	3	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	3	7	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	4	1	15	False	5	5	5
validation	hole	0.0	2	rg02_theta15p195_foil0	4	2	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	4	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	4	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	4	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	4	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	4	7	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	5	1	16	False	6	5	5
validation	hole	0.0	2	rg02_theta15p195_foil0	5	2	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	5	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	5	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	5	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	5	7	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	6	1	15	False	5	5	5
validation	hole	0.0	2	rg02_theta15p195_foil0	6	2	28	False	10	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	6	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	6	4	28	False	9	9	10
validation	hole	0.0	2	rg02_theta15p195_foil0	6	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	6	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	6	7	7	True	2	3	2
validation	hole	0.0	2	rg02_theta15p195_foil0	7	2	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	7	3	28	False	9	10	9
validation	hole	0.0	2	rg02_theta15p195_foil0	7	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	7	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	7	6	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	8	2	23	False	8	8	7
validation	hole	0.0	2	rg02_theta15p195_foil0	8	3	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	8	4	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	8	5	27	False	9	9	9
validation	hole	0.0	2	rg02_theta15p195_foil0	8	6	27	False	9	9	9
validation	foil_delta	0.0	3				2741	False	907	910	924
validation	setting	0.0	3	rg01_theta12p490_foil0			1512	False	498	503	511
validation	hole	0.0	3	rg01_theta12p490_foil0	0	2	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	0	3	28	False	9	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	0	4	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	0	5	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	0	6	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	1	2	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	1	3	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	1	4	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	1	5	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	1	6	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	2	1	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	2	2	28	False	10	9	9
validation	hole	0.0	3	rg01_theta12p490_foil0	2	4	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	2	5	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	2	6	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	2	7	28	False	10	9	9
validation	hole	0.0	3	rg01_theta12p490_foil0	3	1	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	3	2	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	3	3	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	3	4	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	3	5	28	False	9	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	3	6	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	3	7	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	4	1	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	4	2	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	4	3	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	4	4	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	4	5	28	False	10	9	9
validation	hole	0.0	3	rg01_theta12p490_foil0	4	6	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	4	7	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	5	1	28	False	9	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	5	2	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	5	3	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	5	4	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	5	6	29	False	10	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	5	7	29	False	10	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	6	1	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	6	2	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	6	3	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	6	4	28	False	10	9	9
validation	hole	0.0	3	rg01_theta12p490_foil0	6	5	28	False	9	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	6	6	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	6	7	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	7	2	28	False	9	10	9
validation	hole	0.0	3	rg01_theta12p490_foil0	7	3	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	7	4	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	7	5	28	False	10	9	9
validation	hole	0.0	3	rg01_theta12p490_foil0	7	6	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	8	2	29	False	9	10	10
validation	hole	0.0	3	rg01_theta12p490_foil0	8	3	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	8	4	28	False	10	9	9
validation	hole	0.0	3	rg01_theta12p490_foil0	8	5	28	False	9	9	10
validation	hole	0.0	3	rg01_theta12p490_foil0	8	6	29	False	9	10	10
validation	setting	0.0	3	rg02_theta15p195_foil0			1229	False	409	407	413
validation	hole	0.0	3	rg02_theta15p195_foil0	0	3	21	False	7	7	7
validation	hole	0.0	3	rg02_theta15p195_foil0	0	4	29	False	9	10	10
validation	hole	0.0	3	rg02_theta15p195_foil0	0	5	29	False	9	10	10
validation	hole	0.0	3	rg02_theta15p195_foil0	0	6	7	True	2	2	3
validation	hole	0.0	3	rg02_theta15p195_foil0	1	2	14	False	4	5	5
validation	hole	0.0	3	rg02_theta15p195_foil0	1	3	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	1	4	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	1	5	29	False	10	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	1	6	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	2	2	23	False	8	7	8
validation	hole	0.0	3	rg02_theta15p195_foil0	2	4	29	False	10	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	2	5	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	2	6	28	False	9	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	2	7	29	False	10	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	3	1	12	False	4	4	4
validation	hole	0.0	3	rg02_theta15p195_foil0	3	2	28	False	9	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	3	3	29	False	9	10	10
validation	hole	0.0	3	rg02_theta15p195_foil0	3	4	29	False	10	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	3	5	29	False	10	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	3	6	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	3	7	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	4	1	14	False	4	5	5
validation	hole	0.0	3	rg02_theta15p195_foil0	4	2	27	False	9	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	4	3	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	4	4	27	False	9	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	4	5	28	False	9	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	4	6	29	False	10	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	4	7	29	False	10	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	5	2	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	5	3	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	5	4	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	5	6	28	False	10	9	9
validation	hole	0.0	3	rg02_theta15p195_foil0	5	7	28	False	9	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	6	2	15	False	5	5	5
validation	hole	0.0	3	rg02_theta15p195_foil0	6	3	29	False	10	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	6	4	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	6	5	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	6	6	29	False	10	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	6	7	28	False	9	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	7	2	21	False	7	7	7
validation	hole	0.0	3	rg02_theta15p195_foil0	7	3	23	False	8	7	8
validation	hole	0.0	3	rg02_theta15p195_foil0	7	4	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	7	5	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	7	6	29	False	9	10	10
validation	hole	0.0	3	rg02_theta15p195_foil0	8	3	18	False	6	6	6
validation	hole	0.0	3	rg02_theta15p195_foil0	8	4	28	False	9	9	10
validation	hole	0.0	3	rg02_theta15p195_foil0	8	5	29	False	10	10	9
validation	hole	0.0	3	rg02_theta15p195_foil0	8	6	13	False	4	5	4
validation	foil_delta	0.0	4				2741	False	921	915	905
validation	setting	0.0	4	rg01_theta12p490_foil0			1955	False	659	653	643
validation	hole	0.0	4	rg01_theta12p490_foil0	0	2	35	False	12	11	12
validation	hole	0.0	4	rg01_theta12p490_foil0	0	3	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	0	4	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	0	5	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	0	6	13	False	5	4	4
validation	hole	0.0	4	rg01_theta12p490_foil0	1	2	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	1	3	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	1	4	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	1	5	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	1	6	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	2	1	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	2	2	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	2	4	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	2	5	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	2	6	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	2	7	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	3	1	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	3	2	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	3	3	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	3	4	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	3	5	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	3	6	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	3	7	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	4	1	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	4	2	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	4	3	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	4	4	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	4	5	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	4	6	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	4	7	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	5	1	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	5	2	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	5	3	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	5	4	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	5	6	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	5	7	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	6	1	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	6	2	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	6	3	39	False	13	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	6	4	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	6	5	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	6	6	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	6	7	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	7	2	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	7	3	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	7	4	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	7	5	38	False	13	13	12
validation	hole	0.0	4	rg01_theta12p490_foil0	7	6	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	8	3	38	False	12	13	13
validation	hole	0.0	4	rg01_theta12p490_foil0	8	4	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	8	5	38	False	13	12	13
validation	hole	0.0	4	rg01_theta12p490_foil0	8	6	38	False	13	13	12
validation	setting	0.0	4	rg02_theta15p195_foil0			786	False	262	262	262
validation	hole	0.0	4	rg02_theta15p195_foil0	0	4	21	False	7	7	7
validation	hole	0.0	4	rg02_theta15p195_foil0	0	5	23	False	7	8	8
validation	hole	0.0	4	rg02_theta15p195_foil0	1	3	11	False	4	3	4
validation	hole	0.0	4	rg02_theta15p195_foil0	1	4	22	False	7	8	7
validation	hole	0.0	4	rg02_theta15p195_foil0	1	5	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	1	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	2	4	22	False	7	7	8
validation	hole	0.0	4	rg02_theta15p195_foil0	2	5	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	2	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	2	7	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	3	3	15	False	5	5	5
validation	hole	0.0	4	rg02_theta15p195_foil0	3	4	25	False	9	8	8
validation	hole	0.0	4	rg02_theta15p195_foil0	3	5	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	3	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	3	7	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	4	2	10	False	3	4	3
validation	hole	0.0	4	rg02_theta15p195_foil0	4	3	16	False	5	6	5
validation	hole	0.0	4	rg02_theta15p195_foil0	4	5	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	4	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	4	7	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	5	2	7	True	3	2	2
validation	hole	0.0	4	rg02_theta15p195_foil0	5	3	15	False	5	5	5
validation	hole	0.0	4	rg02_theta15p195_foil0	5	4	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	5	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	5	7	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	6	3	9	True	3	3	3
validation	hole	0.0	4	rg02_theta15p195_foil0	6	4	25	False	8	8	9
validation	hole	0.0	4	rg02_theta15p195_foil0	6	5	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	6	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	6	7	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	7	3	10	False	4	3	3
validation	hole	0.0	4	rg02_theta15p195_foil0	7	4	15	False	5	5	5
validation	hole	0.0	4	rg02_theta15p195_foil0	7	5	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	7	6	27	False	9	9	9
validation	hole	0.0	4	rg02_theta15p195_foil0	8	5	27	False	9	9	9
validation	foil_delta	3.0	0				1430	False	479	477	474
validation	setting	3.0	0	rg04_theta15p195_foilpm3			534	False	180	178	176
validation	hole	3.0	0	rg04_theta15p195_foilpm3	0	3	11	False	4	4	3
validation	hole	3.0	0	rg04_theta15p195_foilpm3	0	4	11	False	4	3	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	0	5	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	0	6	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	1	2	12	False	4	4	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	1	3	8	True	3	2	3
validation	hole	3.0	0	rg04_theta15p195_foilpm3	1	4	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	1	5	16	False	5	5	6
validation	hole	3.0	0	rg04_theta15p195_foilpm3	1	6	16	False	5	5	6
validation	hole	3.0	0	rg04_theta15p195_foilpm3	2	2	10	False	3	4	3
validation	hole	3.0	0	rg04_theta15p195_foilpm3	2	4	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	2	5	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	2	6	16	False	5	5	6
validation	hole	3.0	0	rg04_theta15p195_foilpm3	3	2	11	False	3	4	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	3	3	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	3	4	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	3	5	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	3	6	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	3	7	11	False	4	3	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	4	2	11	False	3	4	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	4	3	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	4	5	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	4	6	16	False	5	5	6
validation	hole	3.0	0	rg04_theta15p195_foilpm3	4	7	13	False	4	5	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	5	3	15	False	5	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	5	4	16	False	5	5	6
validation	hole	3.0	0	rg04_theta15p195_foilpm3	5	6	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	5	7	10	False	4	3	3
validation	hole	3.0	0	rg04_theta15p195_foilpm3	6	3	10	False	3	4	3
validation	hole	3.0	0	rg04_theta15p195_foilpm3	6	4	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	6	5	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	6	6	16	False	5	6	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	7	3	11	False	3	4	4
validation	hole	3.0	0	rg04_theta15p195_foilpm3	7	4	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	7	5	16	False	5	5	6
validation	hole	3.0	0	rg04_theta15p195_foilpm3	7	6	16	False	6	5	5
validation	hole	3.0	0	rg04_theta15p195_foilpm3	8	5	10	False	4	3	3
validation	hole	3.0	0	rg04_theta15p195_foilpm3	8	6	12	False	4	4	4
validation	setting	3.0	0	rg05_theta12p495_foilpm3			896	False	299	299	298
validation	hole	3.0	0	rg05_theta12p495_foilpm3	0	3	9	True	3	3	3
validation	hole	3.0	0	rg05_theta12p495_foilpm3	0	4	25	False	9	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	0	5	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	0	6	24	False	8	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	1	2	15	False	5	5	5
validation	hole	3.0	0	rg05_theta12p495_foilpm3	1	3	18	False	6	6	6
validation	hole	3.0	0	rg05_theta12p495_foilpm3	1	4	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	1	5	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	1	6	25	False	9	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	2	2	17	False	6	6	5
validation	hole	3.0	0	rg05_theta12p495_foilpm3	2	4	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	2	5	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	2	6	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	3	2	19	False	7	6	6
validation	hole	3.0	0	rg05_theta12p495_foilpm3	3	3	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	3	4	25	False	9	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	3	5	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	3	6	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	3	7	17	False	5	6	6
validation	hole	3.0	0	rg05_theta12p495_foilpm3	4	2	15	False	5	5	5
validation	hole	3.0	0	rg05_theta12p495_foilpm3	4	3	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	4	4	17	False	6	5	6
validation	hole	3.0	0	rg05_theta12p495_foilpm3	4	5	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	4	6	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	4	7	15	False	5	5	5
validation	hole	3.0	0	rg05_theta12p495_foilpm3	5	2	19	False	7	6	6
validation	hole	3.0	0	rg05_theta12p495_foilpm3	5	3	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	5	4	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	5	6	25	False	9	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	5	7	11	False	4	4	3
validation	hole	3.0	0	rg05_theta12p495_foilpm3	6	2	9	True	3	3	3
validation	hole	3.0	0	rg05_theta12p495_foilpm3	6	3	23	False	7	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	6	4	25	False	8	9	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	6	5	25	False	8	8	9
validation	hole	3.0	0	rg05_theta12p495_foilpm3	6	6	25	False	9	8	8
validation	hole	3.0	0	rg05_theta12p495_foilpm3	7	3	16	False	6	5	5
validation	hole	3.0	0	rg05_theta12p495_foilpm3	7	4	25	False	8	8	9
