rungroup	zfoil	delta_low	delta_high	xscol	yscol	foil	ndel	original_core	available	excluded_core	blocked	total	holdout	holdout_core	unsupported	noncore_development	geometry_excluded_development	pool	q_hole	hole_cap	capacity	hole_bound	population	quota	surplus	qa_low	hole_loss	parent_loss	actual_selected
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	6	3	1	1	25	25	0	False	34	7	6	0	2	0	rg04_theta15p195_foilpm3	22.0	33	25	False	open_populated	25	0	False	0	0	25
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	6	4	1	1	27	27	0	False	41	9	5	0	5	0	rg04_theta15p195_foilpm3	22.0	33	27	False	open_populated	27	0	False	0	0	27
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	6	5	1	1	52	52	0	False	75	15	11	0	8	0	rg04_theta15p195_foilpm3	22.0	33	33	True	open_populated	33	19	False	19	0	33
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	6	6	1	1	61	61	0	False	98	20	16	0	17	0	rg04_theta15p195_foilpm3	22.0	33	33	True	open_populated	33	28	False	28	0	33
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	6	7	1	1	56	56	0	False	81	17	13	0	8	0	rg04_theta15p195_foilpm3	22.0	33	33	True	open_populated	33	23	False	23	0	33
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	7	2	1	1	9	9	0	False	13	3	1	0	1	0	rg04_theta15p195_foilpm3	22.0	33	9	False	open_populated	9	0	True	0	0	9
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	7	3	1	1	18	18	0	False	26	6	5	0	2	0	rg04_theta15p195_foilpm3	22.0	33	18	False	open_populated	18	0	False	0	0	18
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	7	4	1	1	31	31	0	False	45	9	8	0	5	0	rg04_theta15p195_foilpm3	22.0	33	31	False	open_populated	31	0	False	0	0	31
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	7	5	1	1	41	41	0	False	62	13	9	0	8	0	rg04_theta15p195_foilpm3	22.0	33	33	True	open_populated	33	8	False	8	0	33
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	7	6	1	1	53	53	0	False	83	17	12	0	13	0	rg04_theta15p195_foilpm3	22.0	33	33	True	open_populated	33	20	False	20	0	33
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	7	7	1	1	0	0	0	False	2	1	0	2	1	0	rg04_theta15p195_foilpm3	22.0	33	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	8	3	1	1	16	16	0	False	28	6	5	0	6	0	rg04_theta15p195_foilpm3	22.0	33	16	False	open_populated	16	0	False	0	0	16
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	8	4	1	1	12	12	0	False	20	4	4	0	4	0	rg04_theta15p195_foilpm3	22.0	33	12	False	open_populated	12	0	False	0	0	12
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	8	5	1	1	32	32	0	False	50	10	6	0	8	0	rg04_theta15p195_foilpm3	22.0	33	32	False	open_populated	32	0	False	0	0	32
rg04_theta15p195_foilpm3	3.0	-8.0	-5.0	8	6	1	1	32	32	0	False	52	11	11	0	9	0	rg04_theta15p195_foilpm3	22.0	33	32	False	open_populated	32	0	False	0	0	32
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	0	3	1	2	13	13	0	False	20	4	4	0	3	0	rg04_theta15p195_foilpm3	23.0	34	13	False	open_populated	13	0	False	0	0	13
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	0	4	1	2	21	21	0	False	28	6	5	0	1	0	rg04_theta15p195_foilpm3	23.0	34	21	False	open_populated	21	0	False	0	0	21
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	0	5	1	2	35	35	0	False	59	12	10	0	12	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	1	False	1	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	0	6	1	2	63	63	0	False	93	19	10	0	11	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	29	False	29	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	1	2	1	2	16	16	0	False	22	5	4	0	1	0	rg04_theta15p195_foilpm3	23.0	34	16	False	open_populated	16	0	False	0	0	16
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	1	3	1	2	23	23	0	False	36	8	8	0	5	0	rg04_theta15p195_foilpm3	23.0	34	23	False	open_populated	23	0	False	0	0	23
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	1	4	1	2	35	35	0	False	53	11	9	0	7	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	1	False	1	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	1	5	1	2	49	49	0	False	77	16	15	0	12	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	15	False	15	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	1	6	1	2	78	78	0	False	125	25	18	0	22	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	44	False	44	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	1	7	1	2	0	0	0	False	2	1	0	2	1	0	rg04_theta15p195_foilpm3	23.0	34	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	2	2	1	2	0	0	0	False	10	2	0	10	8	0	rg04_theta15p195_foilpm3	23.0	34	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	2	3	1	2	0	0	0	True	3	1	0	3	2	2	rg04_theta15p195_foilpm3	23.0	34	0	False	blocked	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	2	4	1	2	46	46	0	False	70	14	14	0	10	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	12	False	12	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	2	5	1	2	63	63	0	False	102	21	17	0	18	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	29	False	29	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	2	6	1	2	85	85	0	False	132	27	21	0	20	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	51	False	51	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	2	7	1	2	137	137	0	False	195	39	33	0	19	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	103	False	103	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	3	2	1	2	19	19	0	False	30	6	6	0	5	0	rg04_theta15p195_foilpm3	23.0	34	19	False	open_populated	19	0	False	0	0	19
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	3	3	1	2	35	35	0	False	50	10	8	0	5	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	1	False	1	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	3	4	1	2	61	61	0	False	90	18	14	0	11	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	27	False	27	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	3	5	1	2	88	88	0	False	129	26	22	0	15	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	54	False	54	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	3	6	1	2	125	125	0	False	187	38	32	0	24	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	91	False	91	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	3	7	1	2	150	150	0	False	214	43	39	0	21	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	116	False	116	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	2	1	2	17	17	0	False	23	5	3	0	1	0	rg04_theta15p195_foilpm3	23.0	34	17	False	open_populated	17	0	False	0	0	17
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	3	1	2	41	41	0	False	56	12	10	0	3	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	7	False	7	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	4	1	2	18	18	0	False	27	6	5	0	3	0	rg04_theta15p195_foilpm3	23.0	34	18	False	open_populated	18	0	False	0	0	18
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	5	1	2	94	94	0	False	140	28	24	0	18	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	60	False	60	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	6	1	2	121	121	0	False	188	38	30	0	29	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	87	False	87	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	7	1	2	161	161	0	False	240	48	42	0	31	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	127	False	127	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	2	1	2	21	21	0	False	35	7	3	0	7	0	rg04_theta15p195_foilpm3	23.0	34	21	False	open_populated	21	0	False	0	0	21
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	3	1	2	45	45	0	False	61	13	9	0	3	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	11	False	11	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	4	1	2	69	69	0	False	105	21	14	0	15	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	35	False	35	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	6	1	2	118	118	0	False	172	35	32	0	19	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	84	False	84	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	7	1	2	146	146	0	False	228	46	40	0	36	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	112	False	112	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	2	1	2	16	16	0	False	25	5	3	0	4	0	rg04_theta15p195_foilpm3	23.0	34	16	False	open_populated	16	0	False	0	0	16
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	3	1	2	32	32	0	False	45	9	9	0	4	0	rg04_theta15p195_foilpm3	23.0	34	32	False	open_populated	32	0	False	0	0	32
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	4	1	2	42	42	0	False	66	14	11	0	10	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	8	False	8	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	5	1	2	71	71	0	False	109	22	21	0	16	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	37	False	37	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	6	1	2	98	98	0	False	152	31	22	0	23	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	64	False	64	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	7	1	2	133	133	0	False	199	40	37	0	26	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	99	False	99	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	2	1	2	14	14	0	False	19	4	4	0	1	0	rg04_theta15p195_foilpm3	23.0	34	14	False	open_populated	14	0	False	0	0	14
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	3	1	2	17	17	0	False	25	5	3	0	3	0	rg04_theta15p195_foilpm3	23.0	34	17	False	open_populated	17	0	False	0	0	17
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	4	1	2	37	37	0	False	54	11	9	0	6	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	3	False	3	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	5	1	2	53	53	0	False	81	17	16	0	11	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	19	False	19	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	6	1	2	69	69	0	False	108	22	17	0	17	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	35	False	35	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	7	1	2	0	0	0	False	1	1	0	1	0	0	rg04_theta15p195_foilpm3	23.0	34	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	3	1	2	11	11	0	False	18	4	4	0	3	0	rg04_theta15p195_foilpm3	23.0	34	11	False	open_populated	11	0	False	0	0	11
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	4	1	2	28	28	0	False	40	8	7	0	4	0	rg04_theta15p195_foilpm3	23.0	34	28	False	open_populated	28	0	False	0	0	28
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	5	1	2	41	41	0	False	62	13	12	0	8	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	7	False	7	0	34
rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	6	1	2	53	53	0	False	82	17	12	0	12	0	rg04_theta15p195_foilpm3	23.0	34	34	True	open_populated	34	19	False	19	0	34
rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	3	1	3	0	0	0	False	10	2	0	10	8	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	4	1	3	0	0	0	False	8	2	0	8	6	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	5	1	3	25	25	0	False	41	9	7	0	7	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	3	False	3	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	6	1	3	31	31	0	False	51	11	9	0	9	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	9	False	9	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	2	1	3	9	9	0	False	17	4	4	0	4	0	rg04_theta15p195_foilpm3	15.25	22	9	False	open_populated	9	0	True	0	0	9
rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	3	1	3	0	0	0	False	12	3	0	12	9	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	4	1	3	16	16	0	False	28	6	6	0	6	0	rg04_theta15p195_foilpm3	15.25	22	16	False	open_populated	16	0	False	0	0	16
rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	5	1	3	30	30	0	False	47	10	4	0	7	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	8	False	8	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	6	1	3	52	52	0	False	87	18	13	0	17	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	30	False	30	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	7	1	3	0	0	0	False	1	1	0	1	0	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	2	1	3	0	0	0	False	10	2	0	10	8	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	3	1	3	0	0	0	True	1	1	0	1	0	0	rg04_theta15p195_foilpm3	15.25	22	0	False	blocked	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	4	1	3	36	36	0	False	57	12	10	0	9	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	14	False	14	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	5	1	3	37	37	0	False	63	13	11	0	13	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	15	False	15	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	6	1	3	75	75	0	False	119	24	16	0	20	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	53	False	53	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	7	1	3	97	97	0	False	148	30	24	0	21	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	75	False	75	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	2	1	3	13	13	0	False	20	4	1	0	3	0	rg04_theta15p195_foilpm3	15.25	22	13	False	open_populated	13	0	False	0	0	13
rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	3	1	3	14	14	0	False	24	5	2	0	5	0	rg04_theta15p195_foilpm3	15.25	22	14	False	open_populated	14	0	False	0	0	14
rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	4	1	3	37	37	0	False	56	12	9	0	7	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	15	False	15	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	5	1	3	61	61	0	False	97	20	16	0	16	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	39	False	39	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	6	1	3	70	70	0	False	111	23	17	0	18	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	48	False	48	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	7	1	3	119	119	0	False	193	39	30	0	35	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	97	False	97	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	2	1	3	10	10	0	False	16	4	4	0	2	0	rg04_theta15p195_foilpm3	15.25	22	10	False	open_populated	10	0	False	0	0	10
rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	3	1	3	12	12	0	False	20	4	2	0	4	0	rg04_theta15p195_foilpm3	15.25	22	12	False	open_populated	12	0	False	0	0	12
rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	4	1	3	10	10	0	False	16	4	2	0	2	0	rg04_theta15p195_foilpm3	15.25	22	10	False	open_populated	10	0	False	0	0	10
rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	5	1	3	43	43	0	False	70	14	12	0	13	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	21	False	21	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	6	1	3	93	93	0	False	148	30	27	0	25	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	71	False	71	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	7	1	3	122	122	0	False	192	39	34	0	31	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	100	False	100	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	2	1	3	0	0	0	False	8	2	0	8	6	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	3	1	3	18	18	0	False	28	6	6	0	4	0	rg04_theta15p195_foilpm3	15.25	22	18	False	open_populated	18	0	False	0	0	18
rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	4	1	3	30	30	0	False	46	10	8	0	6	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	8	False	8	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	6	1	3	78	78	0	False	133	27	21	0	28	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	56	False	56	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	7	1	3	113	113	0	False	180	36	24	0	31	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	91	False	91	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	2	1	3	0	0	0	False	10	2	0	10	8	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	3	1	3	12	12	0	False	21	5	4	0	4	0	rg04_theta15p195_foilpm3	15.25	22	12	False	open_populated	12	0	False	0	0	12
rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	4	1	3	15	15	0	False	27	6	5	0	6	0	rg04_theta15p195_foilpm3	15.25	22	15	False	open_populated	15	0	False	0	0	15
rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	5	1	3	33	33	0	False	54	11	11	0	10	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	11	False	11	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	6	1	3	64	64	0	False	103	21	18	0	18	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	42	False	42	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	7	1	3	92	92	0	False	148	30	25	0	26	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	70	False	70	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	2	1	3	0	0	0	False	4	1	0	4	3	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	3	1	3	13	13	0	False	20	4	3	0	3	0	rg04_theta15p195_foilpm3	15.25	22	13	False	open_populated	13	0	False	0	0	13
rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	4	1	3	23	23	0	False	34	7	6	0	4	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	1	False	1	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	5	1	3	42	42	0	False	64	13	9	0	9	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	20	False	20	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	6	1	3	61	61	0	False	93	19	15	0	13	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	39	False	39	0	22
rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	7	1	3	0	0	0	False	10	2	0	10	8	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	3	1	3	0	0	0	False	12	3	0	12	9	0	rg04_theta15p195_foilpm3	15.25	22	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	4	1	3	13	13	0	False	18	4	4	0	1	0	rg04_theta15p195_foilpm3	15.25	22	13	False	open_populated	13	0	False	0	0	13
rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	5	1	3	19	19	0	False	37	8	6	0	10	0	rg04_theta15p195_foilpm3	15.25	22	19	False	open_populated	19	0	False	0	0	19
rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	6	1	3	36	36	0	False	61	13	9	0	12	0	rg04_theta15p195_foilpm3	15.25	22	22	True	open_populated	22	14	False	14	0	22
rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	3	1	4	0	0	0	False	3	1	0	3	2	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	4	1	4	0	0	0	False	7	2	0	7	5	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	5	1	4	11	11	0	False	14	3	2	0	0	0	rg04_theta15p195_foilpm3	11.5	17	11	False	open_populated	11	0	False	0	0	11
rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	6	1	4	0	0	0	False	12	3	0	12	9	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	3	1	4	0	0	0	False	2	1	0	2	1	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	4	1	4	10	10	0	False	13	3	3	0	0	0	rg04_theta15p195_foilpm3	11.5	17	10	False	open_populated	10	0	False	0	0	10
rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	5	1	4	0	0	0	False	12	3	0	12	9	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	6	1	4	23	23	0	False	33	7	5	0	3	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	6	False	6	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	4	1	4	10	10	0	False	13	3	3	0	0	0	rg04_theta15p195_foilpm3	11.5	17	10	False	open_populated	10	0	False	0	0	10
rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	5	1	4	13	13	0	False	21	5	5	0	3	0	rg04_theta15p195_foilpm3	11.5	17	13	False	open_populated	13	0	False	0	0	13
rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	6	1	4	32	32	0	False	51	11	9	0	8	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	15	False	15	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	7	1	4	51	51	0	False	72	15	12	0	6	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	34	False	34	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	3	1	4	0	0	0	False	10	2	0	10	8	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	4	1	4	0	0	0	False	12	3	0	12	9	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	5	1	4	11	11	0	False	18	4	4	0	3	0	rg04_theta15p195_foilpm3	11.5	17	11	False	open_populated	11	0	False	0	0	11
rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	6	1	4	39	39	0	False	57	12	9	0	6	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	22	False	22	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	7	1	4	74	74	0	False	107	22	18	0	11	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	57	False	57	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	3	1	4	0	0	0	False	12	3	0	12	9	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	4	1	4	0	0	0	False	3	1	0	3	2	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	5	1	4	19	19	0	False	26	6	2	0	1	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	2	False	2	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	6	1	4	39	39	0	False	64	13	11	0	12	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	22	False	22	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	7	1	4	49	49	0	False	78	16	15	0	13	0	rg04_theta15p195_foilpm3	11.5	17	17	True	open_populated	17	32	False	32	0	17
rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	3	1	4	0	0	0	False	8	2	0	8	6	0	rg04_theta15p195_foilpm3	11.5	17	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	4	1	4	13	13	0	False	21	5	3	0	3	0	rg04_theta15p195_foilpm3	11.5	17	13	False	open_populated	13	0	False	0	0	13
