pool	rungroup	zfoil	delta_low	delta_high	xscol	yscol	available	fit	surplus
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	6	121	34	87
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	4	7	161	34	127
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	2	21	21	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	3	45	34	11
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	4	69	34	35
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	6	118	34	84
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	5	7	146	34	112
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	2	16	16	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	3	32	32	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	4	42	34	8
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	5	71	34	37
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	6	98	34	64
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	6	7	133	34	99
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	2	14	14	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	3	17	17	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	4	37	34	3
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	5	53	34	19
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	6	69	34	35
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	7	7	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	3	11	11	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	4	28	28	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	5	41	34	7
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	-5.0	0.0	8	6	53	34	19
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	4	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	5	25	22	3
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	0	6	31	22	9
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	2	9	9	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	4	16	16	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	5	30	22	8
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	6	52	22	30
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	1	7	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	2	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	4	36	22	14
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	5	37	22	15
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	6	75	22	53
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	2	7	97	22	75
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	2	13	13	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	3	14	14	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	4	37	22	15
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	5	61	22	39
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	6	70	22	48
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	3	7	119	22	97
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	2	10	10	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	3	12	12	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	4	10	10	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	5	43	22	21
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	6	93	22	71
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	4	7	122	22	100
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	2	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	3	18	18	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	4	30	22	8
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	6	78	22	56
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	5	7	113	22	91
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	2	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	3	12	12	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	4	15	15	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	5	33	22	11
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	6	64	22	42
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	6	7	92	22	70
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	2	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	3	13	13	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	4	23	22	1
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	5	42	22	20
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	6	61	22	39
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	7	7	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	4	13	13	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	5	19	19	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	0.0	5.0	8	6	36	22	14
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	4	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	5	11	11	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	0	6	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	4	10	10	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	5	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	1	6	23	17	6
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	4	10	10	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	5	13	13	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	6	32	17	15
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	2	7	51	17	34
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	4	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	5	11	11	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	6	39	17	22
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	3	7	74	17	57
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	4	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	5	19	17	2
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	6	39	17	22
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	4	7	49	17	32
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	4	13	13	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	5	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	6	40	17	23
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	5	7	65	17	48
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	6	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	6	4	10	10	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	6	5	18	17	1
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	6	6	30	17	13
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	6	7	37	17	20
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	7	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	7	4	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	7	5	9	9	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	7	6	29	17	12
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	7	7	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	8	3	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	8	4	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	8	5	0	0	0
rg04_theta15p195_foilpm3	rg04_theta15p195_foilpm3	3.0	5.0	10.0	8	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	0	2	17	17	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	0	3	16	16	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	0	4	27	26	1
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	0	5	17	17	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	0	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	1	2	14	14	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	1	3	30	26	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	1	4	38	26	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	1	5	20	20	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	1	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	2	2	26	26	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	2	3	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	2	4	43	26	17
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	2	5	30	26	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	2	6	19	19	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	3	2	17	17	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	3	3	32	26	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	3	4	42	26	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	3	5	64	26	38
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	3	6	42	26	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	2	27	26	1
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	3	32	26	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	4	13	13	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	5	45	26	19
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	6	55	26	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	2	18	18	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	3	31	26	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	4	39	26	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	5	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	6	64	26	38
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	2	11	11	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	3	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	4	39	26	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	5	46	26	20
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	6	50	26	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	2	10	10	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	3	20	20	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	4	23	23	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	5	25	25	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	6	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	2	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	3	10	10	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	4	13	13	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	5	20	20	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	2	23	23	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	3	31	31	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	4	39	39	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	5	51	48	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	1	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	2	24	24	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	3	42	42	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	4	61	48	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	5	56	48	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	6	37	37	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	1	23	23	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	2	42	42	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	3	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	4	74	48	26
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	5	93	48	45
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	6	77	48	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	1	20	20	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	2	42	42	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	3	60	48	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	4	77	48	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	5	88	48	40
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	6	102	48	54
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	1	32	32	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	2	53	48	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	3	57	48	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	4	24	24	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	5	108	48	60
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	6	123	48	75
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	1	26	26	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	2	44	44	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	3	78	48	30
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	4	89	48	41
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	5	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	6	138	48	90
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	1	21	21	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	2	48	48	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	3	56	48	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	4	59	48	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	5	82	48	34
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	6	104	48	56
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	1	11	11	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	2	26	26	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	3	43	43	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	4	62	48	14
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	5	72	48	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	6	76	48	28
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	2	15	15	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	3	33	33	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	4	51	48	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	5	61	48	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	2	42	42	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	3	53	53	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	4	71	55	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	5	107	55	52
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	6	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	1	13	13	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	2	53	53	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	3	65	55	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	4	98	55	43
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	5	120	55	65
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	6	118	55	63
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	1	34	34	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	2	66	55	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	3	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	4	106	55	51
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	5	167	55	112
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	6	187	55	132
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	1	53	53	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	2	84	55	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	3	128	55	73
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	4	178	55	123
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	5	196	55	141
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	6	239	55	184
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	1	46	46	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	2	87	55	32
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	3	111	55	56
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	4	49	49	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	5	203	55	148
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	6	236	55	181
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	1	48	48	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	2	74	55	19
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	3	112	55	57
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	4	141	55	86
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	5	0	0	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	6	266	55	211
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	1	41	41	0
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	2	62	55	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	3	104	55	49
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	4	151	55	96
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	5	189	55	134
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	6	207	55	152
